date_time,water_level,prediction
2024-09-27T11:24:00Z,NA,0.111
2024-09-27T11:30:00Z,NA,0.106
2024-09-27T11:36:00Z,NA,0.1
2024-09-27T11:42:00Z,NA,0.092
2024-09-27T11:48:00Z,NA,0.082
2024-09-27T11:54:00Z,NA,0.071
2024-09-27T12:00:00Z,NA,0.058
2024-09-27T12:06:00Z,NA,0.044
2024-09-27T12:12:00Z,NA,0.027
2024-09-27T12:18:00Z,NA,0.01
2024-09-27T12:24:00Z,NA,-0.01
2024-09-27T12:30:00Z,NA,-0.03
2024-09-27T12:36:00Z,NA,-0.052
2024-09-27T12:42:00Z,NA,-0.075
2024-09-27T12:48:00Z,NA,-0.1
2024-09-27T12:54:00Z,NA,-0.126
2024-09-27T13:00:00Z,NA,-0.153
2024-09-27T13:06:00Z,NA,-0.182
2024-09-27T13:12:00Z,NA,-0.211
2024-09-27T13:18:00Z,NA,-0.242
2024-09-27T13:24:00Z,NA,-0.274
2024-09-27T13:30:00Z,NA,-0.306
2024-09-27T13:36:00Z,NA,-0.341
2024-09-27T13:42:00Z,NA,-0.376
2024-09-27T13:48:00Z,NA,-0.412
2024-09-27T13:54:00Z,NA,-0.45
2024-09-27T14:00:00Z,NA,-0.488
2024-09-27T14:06:00Z,NA,-0.528
2024-09-27T14:12:00Z,NA,-0.569
2024-09-27T14:18:00Z,NA,-0.611
2024-09-27T14:24:00Z,NA,-0.653
2024-09-27T14:30:00Z,NA,-0.698
2024-09-27T14:36:00Z,NA,-0.743
2024-09-27T14:42:00Z,NA,-0.789
2024-09-27T14:48:00Z,NA,-0.836
2024-09-27T14:54:00Z,NA,-0.884
2024-09-27T15:00:00Z,NA,-0.933
2024-09-27T15:06:00Z,NA,-0.983
2024-09-27T15:12:00Z,NA,-1.034
2024-09-27T15:18:00Z,NA,-1.085
2024-09-27T15:24:00Z,NA,-1.137
2024-09-27T15:30:00Z,NA,-1.19
2024-09-27T15:36:00Z,NA,-1.243
2024-09-27T15:42:00Z,NA,-1.296
2024-09-27T15:48:00Z,NA,-1.35
2024-09-27T15:54:00Z,NA,-1.403
2024-09-27T16:00:00Z,NA,-1.457
2024-09-27T16:06:00Z,NA,-1.51
2024-09-27T16:12:00Z,NA,-1.563
2024-09-27T16:18:00Z,NA,-1.615
2024-09-27T16:24:00Z,NA,-1.666
2024-09-27T16:30:00Z,NA,-1.717
2024-09-27T16:36:00Z,NA,-1.766
2024-09-27T16:42:00Z,NA,-1.814
2024-09-27T16:48:00Z,NA,-1.86
2024-09-27T16:54:00Z,NA,-1.905
2024-09-27T17:00:00Z,NA,-1.947
2024-09-27T17:06:00Z,NA,-1.988
2024-09-27T17:12:00Z,NA,-2.026
2024-09-27T17:18:00Z,NA,-2.062
2024-09-27T17:24:00Z,NA,-2.095
2024-09-27T17:30:00Z,NA,-2.125
2024-09-27T17:36:00Z,NA,-2.153
2024-09-27T17:42:00Z,NA,-2.178
2024-09-27T17:48:00Z,NA,-2.2
2024-09-27T17:54:00Z,NA,-2.218
2024-09-27T18:00:00Z,NA,-2.234
2024-09-27T18:06:00Z,NA,-2.247
2024-09-27T18:12:00Z,NA,-2.256
2024-09-27T18:18:00Z,NA,-2.263
2024-09-27T18:24:00Z,NA,-2.267
2024-09-27T18:30:00Z,NA,-2.267
2024-09-27T18:36:00Z,NA,-2.266
2024-09-27T18:42:00Z,NA,-2.261
2024-09-27T18:48:00Z,NA,-2.254
2024-09-27T18:54:00Z,NA,-2.245
2024-09-27T19:00:00Z,NA,-2.233
2024-09-27T19:06:00Z,NA,-2.22
2024-09-27T19:12:00Z,NA,-2.204
2024-09-27T19:18:00Z,NA,-2.187
2024-09-27T19:24:00Z,NA,-2.168
2024-09-27T19:30:00Z,NA,-2.148
2024-09-27T19:36:00Z,NA,-2.127
2024-09-27T19:42:00Z,NA,-2.104
2024-09-27T19:48:00Z,NA,-2.08
2024-09-27T19:54:00Z,NA,-2.055
2024-09-27T20:00:00Z,NA,-2.029
2024-09-27T20:06:00Z,NA,-2.002
2024-09-27T20:12:00Z,NA,-1.974
2024-09-27T20:18:00Z,NA,-1.945
2024-09-27T20:24:00Z,NA,-1.916
2024-09-27T20:30:00Z,NA,-1.885
2024-09-27T20:36:00Z,NA,-1.854
2024-09-27T20:42:00Z,NA,-1.822
2024-09-27T20:48:00Z,NA,-1.79
2024-09-27T20:54:00Z,NA,-1.756
2024-09-27T21:00:00Z,NA,-1.722
2024-09-27T21:06:00Z,NA,-1.687
2024-09-27T21:12:00Z,NA,-1.651
2024-09-27T21:18:00Z,NA,-1.615
2024-09-27T21:24:00Z,NA,-1.577
2024-09-27T21:30:00Z,NA,-1.539
2024-09-27T21:36:00Z,NA,-1.501
2024-09-27T21:42:00Z,NA,-1.462
2024-09-27T21:48:00Z,NA,-1.422
2024-09-27T21:54:00Z,NA,-1.382
2024-09-27T22:00:00Z,NA,-1.342
2024-09-27T22:06:00Z,NA,-1.302
2024-09-27T22:12:00Z,NA,-1.261
2024-09-27T22:18:00Z,NA,-1.221
2024-09-27T22:24:00Z,NA,-1.181
2024-09-27T22:30:00Z,NA,-1.141
2024-09-27T22:36:00Z,NA,-1.102
2024-09-27T22:42:00Z,NA,-1.064
2024-09-27T22:48:00Z,NA,-1.026
2024-09-27T22:54:00Z,NA,-0.989
2024-09-27T23:00:00Z,NA,-0.954
2024-09-27T23:06:00Z,NA,-0.919
2024-09-27T23:12:00Z,NA,-0.886
2024-09-27T23:18:00Z,NA,-0.854
2024-09-27T23:24:00Z,NA,-0.824
2024-09-27T23:30:00Z,NA,-0.795
2024-09-27T23:36:00Z,NA,-0.768
2024-09-27T23:42:00Z,NA,-0.743
2024-09-27T23:48:00Z,NA,-0.719
2024-09-27T23:54:00Z,NA,-0.696
